species,official gene symbol,cell type,nicknames
Hs,SHD,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,HORMAD2-AS1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,SLC22A1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,RTP3,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,TMPRSS2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,APOL1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,SAMD5,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,ADH1B,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,SYNPO,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,AKR1C4,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,FMO3,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,IRF6,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CYP2D6,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,APCS,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CUX2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,BCO2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,AC004862.6,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,MOGAT2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,RP11-393N21.2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,FAM99A,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,RP11-290F5.1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,C8G,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,SEPT4,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,C4BPA,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,RP3-394A18.1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,ADCY1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,MME,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,HPGD,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,RP13-650J16.1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,UGT2B15,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CSTA,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CXCL2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,GDA,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CYP4F11,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CYR61,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,LINC00869,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,DAO,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,KCND3,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,MFAP3L,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,HLA-F,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,MAN1C1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,ABCC3,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,SLC41A2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,AR,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,FITM1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,RORC,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,TTC36,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,RP11-130L8.2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CCL16,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,UPB1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,TSKU,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,MYLK,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CCDC71L,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,TPGS1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,FKBP5,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,GNMT,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,HAO2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,G0S2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,KDM8,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,KLF9,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CAV2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,ACSM5,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,RDH16,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CHCHD10,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CYP8B1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,SDS,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,GADD45G,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,ACACB,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CD81,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,FAM134B,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,ABCB4,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,HOMER2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CFHR5,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,NUDT8,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,METRN,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,SRD5A1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,TAT,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,GPT,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,VNN1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,IGKC,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,SLC10A1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,RARRES3,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,APOA5,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,LPIN3,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,C1R,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CYP4F2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,ABHD2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CEBPB,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,F9,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,NENF,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,LGALS1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,HP,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,SEC14L2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CES2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,FNDC4,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,SLC46A3,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,MGLL,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,GLYAT,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,SERPINA3,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,OGDHL,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,NFIB,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CDKN1A,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CFHR3,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,BST2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,GRB14,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,SLC9A3R2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,ECHDC3,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,NFIA,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,MAT1A,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,PHLDA1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,IFITM2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,RHOB,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,LRG1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,LY6E,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,C10orf10,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,UGT2B7,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,GHR,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,ESRRA,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,ABRACL,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,NTHL1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,SAA4,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,AZGP1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,GBP1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,PPP1R1A,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,C1S,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,ENDOG,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,ADH4,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,APOF,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,TBC1D2B,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,AC013461.1,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,LITAF,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,RP11-160E2.6,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,APOL6,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,APOL2,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,C6,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CPEB3,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,CDA,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,GNE,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,MT-ATP8,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,ADGRA3,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,PDK4,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,LIPG,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,ACSM2A,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,ASB13,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,LBP,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,MTRNR2L8,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
Hs,ABLIM3,AH,"Wesley, B. T. et al. Single-cell atlas of human liver development reveals pathways directing hepatic cell fates. Nat Cell Biol 1–12 (2022) doi:10.1038/s41556-022-00989-7. "
